dates     glaicer snow_cover sd t2m tp sden z sdor lsm pt
20210317: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210318: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210319: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210320: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210321: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210322: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210323: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210324: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210325: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210326: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210327: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210328: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210329: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210330: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210331: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210401: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210402: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210403: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210404: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210405: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210406: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210407: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210408: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210409: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210410: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210411: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210412: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210413: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210414: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210415: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210416: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210417: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210418: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210419: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210420: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210421: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210422: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210423: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210424: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210425: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210426: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210427: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210428: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210429: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210430: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210501: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210502: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210503: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210504: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210505: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210506: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210507: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210508: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210509: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210510: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210511: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210512: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210513: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210514: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210515: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210516: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210517: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210518: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210519: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210520: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210521: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210522: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210523: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210524: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210525: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210526: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210527: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210528: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210529: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210530: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210531: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210601: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210602: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210603: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210604: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210605: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210606: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210607: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210608: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210609: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210610: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210611: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210612: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210613: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210614: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210615: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210616: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210617: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210618: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210619: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210620: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210621: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210622: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210623: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210624: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210625: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210626: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210627: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210628: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210629: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210630: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210701: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210702: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210703: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210704: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210705: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210706: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210707: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210708: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210709: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210710: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210711: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210712: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210713: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210714: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210715: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210716: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210717: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210718: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210719: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210720: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210721: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210722: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210723: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210724: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210725: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210726: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210727: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210728: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210729: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210730: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210731: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210801: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210802: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210803: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210804: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210805: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210806: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210807: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210808: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210809: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210810: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210811: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210812: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210813: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210814: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210815: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210816: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210817: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210818: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210819: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210820: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210821: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210822: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210823: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210824: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210825: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210826: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210827: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210828: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210829: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210830: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210831: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210901: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210902: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210903: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210904: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210905: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210906: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210907: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210908: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210909: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210910: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210911: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210912: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210913: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210914: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210915: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210916: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210917: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210918: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210919: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210920: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210921: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210922: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210923: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210924: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210925: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210926: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210927: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210928: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210929: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20210930: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211001: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211002: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211003: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211004: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211005: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211006: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211007: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211008: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211009: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211010: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211011: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211012: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211013: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211014: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211015: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211016: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211017: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211018: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211019: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211020: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211021: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211022: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211023: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211024: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211025: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211026: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211027: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211028: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211029: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211030: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211031: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211101: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211102: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211103: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211104: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211105: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211106: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211107: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211108: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211109: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211110: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211111: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211112: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211113: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211114: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
20211115: VALID VALID VALID VALID VALID VALID VALID VALID VALID VALID
